1.476244E+7,0,Inf,1.143019E+7,4.294981E+8,-3.626359,1.139074E+7,1.143664E+7,-0.004021,9185347,0,Inf,1.060019E+7,1.26199E+7,8726315,6101087
1.476459E+7,0,Inf,1.143434E+7,2493,8.43089,1.138974E+7,1.143123E+7,-0.003636,9186394,0,Inf,1.060407E+7,1.262287E+7,8727505,6103219
1.476224E+7,0,Inf,1.143314E+7,4274,7.891721,1.13911E+7,1.143854E+7,-0.004156,9189187,0,Inf,1.059849E+7,1.262467E+7,8729457,6103805
1.475958E+7,0,Inf,1.143334E+7,3284,8.155227,1.139003E+7,1.143871E+7,-0.004265,9187311,0,Inf,1.06013E+7,1.262122E+7,8728745,6100457
1.476329E+7,0,Inf,1.143408E+7,2.147506E+8,-2.932879,1.139011E+7,1.142854E+7,-0.003368,9186798,0,Inf,1.059924E+7,1.262156E+7,8726883,6100382
1.476388E+7,0,Inf,1.143048E+7,8.589903E+8,-4.319474,1.139319E+7,1.143451E+7,-0.00362,9191278,0,Inf,1.060193E+7,1.262088E+7,8729889,6102082
1.476194E+7,0,Inf,1.14315E+7,2.147529E+8,-2.933115,1.139268E+7,1.144473E+7,-0.004559,9186320,0,Inf,1.060041E+7,1.262482E+7,8728054,6100011
1.476282E+7,0,Inf,1.142954E+7,2855,8.294884,1.139144E+7,1.144622E+7,-0.004797,9188034,0,Inf,1.060116E+7,1.262249E+7,8727267,6098780
1.476237E+7,0,Inf,1.14338E+7,2.14751E+8,-2.932905,1.138919E+7,1.144257E+7,-0.004675,9193365,0,Inf,1.060059E+7,1.261945E+7,8727723,6103613
1.476602E+7,0,Inf,1.143231E+7,4.294975E+8,-3.626172,1.138607E+7,1.143162E+7,-0.003993,9190503,0,Inf,1.059707E+7,1.261892E+7,8727744,6101631
1.476211E+7,0,Inf,1.143336E+7,4042,7.947551,1.139193E+7,1.143129E+7,-0.003449,9189725,0,Inf,1.059895E+7,1.262146E+7,8724516,6102126
1.47641E+7,0,Inf,1.143073E+7,2.147512E+8,-2.933174,1.138922E+7,1.143556E+7,-0.004061,9185038,0,Inf,1.060015E+7,1.261932E+7,8723169,6102352
1.476242E+7,0,Inf,1.143341E+7,2.147513E+8,-2.932941,1.138928E+7,1.143632E+7,-0.004122,9188418,0,Inf,1.060122E+7,1.261697E+7,8725813,6096815
1.476309E+7,0,Inf,1.142929E+7,2.147508E+8,-2.933299,1.13858E+7,1.143956E+7,-0.00471,9187907,0,Inf,1.059829E+7,1.262083E+7,8728057,6099905
1.476039E+7,0,Inf,1.142885E+7,2.147505E+8,-2.933336,1.139198E+7,1.143113E+7,-0.00343,9188405,0,Inf,1.059858E+7,1.262329E+7,8727955,6102027
1.476107E+7,0,Inf,1.143258E+7,6.442444E+8,-4.031611,1.13869E+7,1.143607E+7,-0.004309,9185213,0,Inf,1.059874E+7,1.261868E+7,8723027,6102559
