1.476244E+7,0,Inf,1.143019E+7,4.295062E+8,-3.626378,1.139074E+7,1.146155E+7,-0.006197,9185347,0,Inf,1.060019E+7,1.26199E+7,8726315,6101087
1.476459E+7,0,Inf,1.143434E+7,2.147565E+8,-2.932884,1.138974E+7,1.146927E+7,-0.006958,9186394,0,Inf,1.060407E+7,1.262287E+7,8727505,6103219
1.476224E+7,0,Inf,1.143314E+7,4.295028E+8,-3.626112,1.13911E+7,1.146715E+7,-0.006655,9189187,0,Inf,1.059849E+7,1.262467E+7,8729457,6103805
1.475958E+7,0,Inf,1.143334E+7,8.589988E+8,-4.319234,1.139003E+7,1.146967E+7,-0.006967,9187311,0,Inf,1.06013E+7,1.262122E+7,8728745,6100457
1.476329E+7,0,Inf,1.143408E+7,4.295035E+8,-3.626032,1.139011E+7,1.147098E+7,-0.007074,9186798,0,Inf,1.059924E+7,1.262156E+7,8726883,6100382
1.476388E+7,0,Inf,1.143048E+7,4.295021E+8,-3.626343,1.139319E+7,1.147182E+7,-0.006878,9191278,0,Inf,1.060193E+7,1.262088E+7,8729889,6102082
1.476194E+7,0,Inf,1.14315E+7,6.442492E+8,-4.031713,1.139268E+7,1.146557E+7,-0.006378,9186320,0,Inf,1.060041E+7,1.262482E+7,8728054,6100011
1.476282E+7,0,Inf,1.142954E+7,2.147615E+8,-2.933327,1.139144E+7,1.147618E+7,-0.007411,9188034,0,Inf,1.060116E+7,1.262249E+7,8727267,6098780
1.476237E+7,0,Inf,1.14338E+7,2.147528E+8,-2.932914,1.138919E+7,1.146547E+7,-0.006675,9193365,0,Inf,1.060059E+7,1.261945E+7,8727723,6103613
1.476602E+7,0,Inf,1.143231E+7,6.442491E+8,-4.031642,1.138607E+7,1.146572E+7,-0.006972,9190503,0,Inf,1.059707E+7,1.261892E+7,8727744,6101631
1.476211E+7,0,Inf,1.143336E+7,6.442505E+8,-4.031553,1.139193E+7,1.146431E+7,-0.006333,9189725,0,Inf,1.059895E+7,1.262146E+7,8724516,6102126
1.47641E+7,0,Inf,1.143073E+7,6.442483E+8,-4.031778,1.138922E+7,1.147067E+7,-0.007126,9185038,0,Inf,1.060015E+7,1.261932E+7,8723169,6102352
1.476242E+7,0,Inf,1.143341E+7,1.073743E+9,-4.542366,1.138928E+7,1.146947E+7,-0.007017,9188418,0,Inf,1.060122E+7,1.261697E+7,8725813,6096815
1.476309E+7,0,Inf,1.142929E+7,7808,7.288785,1.13858E+7,1.146682E+7,-0.007091,9187907,0,Inf,1.059829E+7,1.262083E+7,8728057,6099905
1.476039E+7,0,Inf,1.142885E+7,6.442491E+8,-4.031945,1.139198E+7,1.146882E+7,-0.006723,9188405,0,Inf,1.059858E+7,1.262329E+7,8727955,6102027
1.476107E+7,0,Inf,1.143258E+7,2.147537E+8,-2.933025,1.13869E+7,1.146146E+7,-0.006527,9185213,0,Inf,1.059874E+7,1.261868E+7,8723027,6102559
1.476377E+7,0,Inf,1.14324E+7,4.295016E+8,-3.626174,1.139011E+7,1.146618E+7,-0.006656,9189353,0,Inf,1.059892E+7,1.261961E+7,8725087,6105002
1.476225E+7,0,Inf,1.142992E+7,8.589918E+8,-4.319525,1.138638E+7,1.146864E+7,-0.007199,9185598,0,Inf,1.059697E+7,1.261766E+7,8729110,6104046
1.475922E+7,0,Inf,1.143026E+7,8.589947E+8,-4.319499,1.138897E+7,1.146224E+7,-0.006413,9185690,0,Inf,1.059515E+7,1.262223E+7,8722784,6099992
1.475743E+7,0,Inf,1.143087E+7,6.442487E+8,-4.031768,1.138494E+7,1.146429E+7,-0.006946,9183513,0,Inf,1.059867E+7,1.26166E+7,8721987,6102096
1.47606E+7,0,Inf,1.143033E+7,8.589962E+8,-4.319494,1.138441E+7,1.146351E+7,-0.006924,9181648,0,Inf,1.059897E+7,1.261624E+7,8720881,6100685
1.476102E+7,0,Inf,1.143094E+7,2.147532E+8,-2.933166,1.138779E+7,1.145762E+7,-0.006113,9184412,0,Inf,1.059432E+7,1.261727E+7,8725108,6099777
1.475576E+7,0,Inf,1.142892E+7,6.442491E+8,-4.031938,1.138924E+7,1.145885E+7,-0.006093,9182272,0,Inf,1.059764E+7,1.261909E+7,8725090,6101573
1.475706E+7,0,Inf,1.143136E+7,2.147532E+8,-2.933129,1.138732E+7,1.14584E+7,-0.006223,9185407,0,Inf,1.05975E+7,1.261758E+7,8726796,6103168
1.476088E+7,0,Inf,1.143118E+7,6.442515E+8,-4.031744,1.138584E+7,1.145987E+7,-0.00648,9183743,0,Inf,1.059423E+7,1.261662E+7,8723708,6098720
1.475802E+7,0,Inf,1.143044E+7,4.295008E+8,-3.626344,1.138516E+7,1.145921E+7,-0.006483,9183362,0,Inf,1.059764E+7,1.261457E+7,8722054,6100074
1.475624E+7,0,Inf,1.142948E+7,2.147572E+8,-2.933312,1.138597E+7,1.146729E+7,-0.007117,9182886,0,Inf,1.059566E+7,1.261706E+7,8727155,6103907
1.475786E+7,0,Inf,1.142936E+7,8.589951E+8,-4.319577,1.13874E+7,1.146143E+7,-0.00648,9183710,0,Inf,1.059249E+7,1.261424E+7,8722774,6099075
1.475972E+7,0,Inf,1.142743E+7,4.295035E+8,-3.626613,1.138344E+7,1.145068E+7,-0.005889,9182368,0,Inf,1.059552E+7,1.261305E+7,8721323,6100219
1.47565E+7,0,Inf,1.142962E+7,2.14758E+8,-2.933304,1.138267E+7,1.144815E+7,-0.005736,9179940,0,Inf,1.059163E+7,1.26151E+7,8722353,6097889
1.475741E+7,0,Inf,1.143008E+7,1.073746E+9,-4.54266,1.138307E+7,1.145327E+7,-0.006148,9182467,0,Inf,1.059448E+7,1.261801E+7,8719893,6098866
1.475691E+7,0,Inf,1.142919E+7,2.147529E+8,-2.933318,1.138429E+7,1.145327E+7,-0.006041,9178586,0,Inf,1.05918E+7,1.261577E+7,8722029,6102494
1.475584E+7,0,Inf,1.143048E+7,6.442486E+8,-4.031801,1.138024E+7,1.145277E+7,-0.006353,9178581,0,Inf,1.059142E+7,1.261362E+7,8714637,6104578
1.475547E+7,0,Inf,1.143129E+7,6.44247E+8,-4.031728,1.138067E+7,1.145132E+7,-0.006189,9184366,0,Inf,1.058952E+7,1.261153E+7,8719130,6099541
1.475622E+7,0,Inf,1.142685E+7,4.294998E+8,-3.626655,1.138126E+7,1.144904E+7,-0.005938,9180332,0,Inf,1.058967E+7,1.261561E+7,8713885,6101812
1.475477E+7,0,Inf,1.143029E+7,4.295028E+8,-3.626361,1.138149E+7,1.143946E+7,-0.005081,9180526,0,Inf,1.058852E+7,1.261612E+7,8716535,6103918
1.475387E+7,0,Inf,1.14285E+7,4.294999E+8,-3.626511,1.137964E+7,1.144478E+7,-0.005708,9182446,0,Inf,1.05916E+7,1.261695E+7,8715538,6104348
